image_path,file_size_bytes,width,height,aspect_ratio,megapixels,format,mode,has_exif,exif_software,error,label
E:\Project\Fake News Detection\images\real\1221.jpg,58961,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1227.jpg,61094,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1237.jpg,76439,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1239.jpg,132154,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1259.jpg,39613,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1264.jpg,40415,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1285.jpg,137737,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\129.jpg,180414,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 21.2 (Windows),,real
E:\Project\Fake News Detection\images\real\1293.jpg,98805,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\13.jpg,181091,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1301.jpg,80197,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1311.jpg,128294,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1312.jpg,113344,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1321.jpg,56548,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1327.jpg,62315,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\134.jpg,117322,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1343.jpg,99971,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1347.jpg,104402,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1349.jpg,87861,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1350.jpg,114643,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1352.jpg,75500,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1372.jpg,112786,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1375.jpg,51764,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1381.jpg,110516,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1387.jpg,121124,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\139.jpg,65439,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1402.jpg,103253,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1404.jpg,61312,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1408.jpg,59616,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1415.jpg,58939,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1434.jpg,73408,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1437.jpg,113049,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1445.jpg,90860,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1448.jpg,52849,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1456.jpg,45424,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1459.jpg,62024,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1471.jpg,58663,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1472.jpg,60954,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1475.jpg,97282,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1478.jpg,149822,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\148.jpeg,128953,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1485.jpg,71134,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1488.jpg,74237,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\149.jpg,123089,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1493.jpg,98362,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1495.jpg,79368,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1498.jpg,64150,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1514.jpg,84139,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1516.jpg,86125,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1521.jpg,52101,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1536.jpg,66090,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1556.jpg,139901,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1566.jpg,99861,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1569.jpg,119015,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1578.jpg,80456,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1585.jpg,53278,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1586.jpg,95405,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\160.jpg,86783,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1604.jpg,90085,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1608.jpg,104526,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1620.jpg,105868,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1622.jpg,72199,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1628.jpg,92001,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1632.jpg,44770,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1634.jpg,55810,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1640.jpg,48091,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1642.jpg,94948,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1666.jpg,107262,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\167.jpg,96848,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1678.jpg,65501,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1679.jpg,73056,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\168.jpeg,65593,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1688.jpg,73779,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\169.jpg,52523,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\1693.jpg,82174,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1697.jpg,88393,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1701.jpg,177000,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1706.jpg,48716,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1715.jpg,57500,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1727.jpg,56562,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\173.jpg,68143,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1731.jpg,85188,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1745.jpg,65899,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1749.jpg,70882,995,560,1.776785714,0.5572,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1767.jpg,66397,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1787.jpg,135536,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\180.jpg,116162,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\1800.jpg,75101,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1806.jpg,125046,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1807.jpg,66913,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1810.jpg,54840,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1817.jpg,22248,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1818.jpg,97847,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1824.jpg,93927,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1825.jpg,70071,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1829.jpg,88113,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1841.jpg,65587,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1848.jpg,107050,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1850.jpg,152515,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1853.jpg,88559,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1857.jpg,39643,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1859.jpg,97542,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1861.jpg,114750,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1872.jpg,124643,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1907.jpg,39325,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1925.jpg,121647,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1930.jpg,58863,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1933.jpg,85712,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1959.jpg,72480,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1965.jpg,97299,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1979.jpg,87412,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1986.jpg,66852,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1988.jpg,43706,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1989.jpg,127564,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\1990.jpg,140364,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2001.jpg,67292,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2014.jpg,83388,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2023.jpg,120801,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2025.jpg,64771,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\203.jpg,62350,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop CC 2019 (Windows),,real
E:\Project\Fake News Detection\images\real\2031.jpg,74676,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2034.jpg,156765,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2043.jpg,143024,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2047.jpg,130143,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2053.jpg,26352,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\206.jpg,145453,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2067.jpg,143542,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2098.jpg,81636,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\210.jpeg,127717,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\2106.jpeg,46741,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2110.jpg,49377,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2118.jpg,67631,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2140.jpg,79545,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2147.jpg,128597,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2149.jpg,63507,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\215.jpg,67113,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop CC 2019 (Windows),,real
E:\Project\Fake News Detection\images\real\2161.jpg,187029,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2163.jpg,58405,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2166.jpg,135880,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2175.jpg,41776,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2178.jpg,68006,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\218.jpg,171248,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\219.jpeg,147561,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2190.jpg,64270,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2197.jpg,71134,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2200.jpg,158174,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2202.jpg,71651,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2212.jpg,128978,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2215.jpg,120273,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2231.jpg,65141,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2240.jpg,75603,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2256.jpg,75215,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2261.jpg,38561,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2269.jpg,82496,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2278.jpg,111675,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2283.jpg,55474,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\229.jpg,85286,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\2293.jpg,36658,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2319.jpg,125056,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2324.jpg,68869,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\233.jpg,36908,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\2331.jpg,99714,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2332.jpg,55383,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2333.jpg,26014,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2344.jpg,120797,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2347.jpg,120273,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2350.jpg,104988,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2365.jpg,66584,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2366.jpg,82266,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2367.jpg,120273,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2369.jpg,120273,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2374.jpg,42645,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\238.jpg,52010,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\2393.jpg,71125,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\240.jpeg,111874,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2402.jpg,75651,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2408.jpg,94255,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2411.jpg,116026,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2415.jpg,107050,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2416.jpg,55733,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2417.jpg,111879,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2426.jpg,112328,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\243.jpeg,71729,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2448.jpg,112490,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2449.jpg,84563,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2463.jpg,107190,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2464.jpg,110148,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\247.jpg,118936,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\2476.jpg,132158,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\2479.jpg,85389,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
