image_path,label,split,cisf_neighbour_mean_similarity,cisf_neighbour_max_similarity,cisf_fused_pca_00,cisf_fused_pca_01,cisf_fused_pca_02,cisf_fused_pca_03,cisf_fused_pca_04,cisf_fused_pca_05,cisf_fused_pca_06,cisf_fused_pca_07,cisf_fused_pca_08,cisf_fused_pca_09,cisf_fused_pca_10,cisf_fused_pca_11,cisf_fused_pca_12,cisf_fused_pca_13,cisf_fused_pca_14,cisf_fused_pca_15,cisf_fused_pca_16,cisf_fused_pca_17,cisf_fused_pca_18,cisf_fused_pca_19,cisf_fused_pca_20,cisf_fused_pca_21,cisf_fused_pca_22,cisf_fused_pca_23,cisf_fused_pca_24,cisf_fused_pca_25,cisf_fused_pca_26,cisf_fused_pca_27,cisf_fused_pca_28,cisf_fused_pca_29,cisf_fused_pca_30,cisf_fused_pca_31
E:\Project\Fake News Detection\images\real\1060.png,real,test,0.658050179,0.68692863,-0.140060186,0.080638826,-0.061999463,-0.090276062,-0.034603268,-0.181505889,-0.0839267,0.011205947,0.018855998,-0.059079032,-0.022081979,0.056690149,0.190256625,-0.092498302,-0.054731444,0.114176981,-0.100242183,-0.000963196,0.011939123,-0.084282197,-0.08529292,-0.054875046,-0.043631457,0.070759982,0.026896413,0.062467031,0.172746032,-0.052006006,-0.091575325,-0.08258792,-0.018714733,0.062852211
E:\Project\Fake News Detection\images\real\1061.png,real,train,0.922605991,1,-0.213933229,0.197950333,-0.250171721,-0.018794801,0.07913214,0.167103201,0.053668473,-0.089833692,-0.044130117,0.212009892,0.098103158,-0.061419252,-0.091409303,-0.002192205,-0.054370869,-0.053562965,-0.069701992,-0.042565688,-0.189609125,0.059263684,-0.026967103,-0.043818723,0.08008121,-0.047403097,0.142940268,-0.142011136,-0.005337291,0.045438576,-0.058220513,-0.035190303,-0.043465845,0.122281112
E:\Project\Fake News Detection\images\real\1086.jpg,real,test,0.700296521,0.740988374,-0.069218457,0.331144303,-0.366416425,0.080274463,-0.013310503,0.147888035,-0.081037953,-0.05879385,0.014759734,0.052818418,0.112155691,-0.061460525,-0.025253171,0.058140948,-0.061583996,0.006357251,-0.10888575,-0.03373009,0.024689354,0.022578061,-0.00884467,0.032518968,0.085264564,0.011514993,-0.016848655,0.01211492,0.029830866,-0.041840829,-0.027600624,-0.02466654,0.017531049,0.002266832
E:\Project\Fake News Detection\images\real\1091.jpg,real,train,0.846057773,0.907967091,0.132781059,-0.395858794,0.138053641,0.226482645,-0.054666445,-0.033802968,-0.058710638,0.07858257,-0.021252925,-0.124725685,0.158449009,-0.018686246,0.044351272,-0.000977632,-0.027171593,0.037113834,-0.037012283,-0.115584239,-0.092359535,0.082327925,-0.045428317,-0.014063417,0.067071475,-0.011568625,0.009767917,-0.005694894,0.028383764,0.004305596,0.009391272,0.04987976,-0.018415919,0.01238089
E:\Project\Fake News Detection\images\real\1099.jpg,real,test,0.746072114,0.764952898,-0.154198498,-0.014548846,-0.032724522,0.113672629,-0.029135246,-0.151203752,-0.097844392,-0.109079219,-0.1120103,-0.13268134,-0.016097907,-0.105975986,0.172330976,-0.060804818,-0.076437637,0.164296061,0.024180902,0.159331933,0.077637911,0.174161032,0.01349127,0.056609638,-0.086303733,-0.019857794,-0.090605922,-0.074515626,0.114068367,-0.02494131,-0.160873786,-0.043676317,-0.055624388,0.050265536
E:\Project\Fake News Detection\images\real\1119.jpg,real,train,0.566273034,0.659771085,-0.377883434,0.255979806,-0.107690677,-0.104596928,-0.009111051,0.080030374,-0.10475342,0.188924849,0.105471194,-0.014026039,0.110443436,0.039134156,0.036525581,0.1571161,0.154854119,-0.236310288,0.154493734,-0.009878091,-0.051084254,-0.064734839,-0.003275143,-0.041273028,-0.136939839,-0.084023565,0.038033463,0.157509446,0.092399761,0.03196989,0.007927476,-0.001589758,0.006946553,0.023984982
E:\Project\Fake News Detection\images\real\1126.jpg,real,train,0.76742667,0.784032941,0.464538664,0.182321951,0.061629392,-0.145780906,-0.06085993,0.026155503,-0.331811965,-0.013027468,0.154148236,0.177208334,-0.033827577,-0.085447028,0.054445911,0.092686653,0.055804357,-0.005869153,0.026702711,0.023267796,-0.015882047,-0.037454493,-0.102003962,-0.143525437,-0.070991449,0.045664053,0.008173009,0.062271763,-0.044107605,0.038720015,-0.015270461,0.011808534,0.027469842,0.05431309
E:\Project\Fake News Detection\images\real\1128.jpg,real,train,0.685527146,0.845611095,-0.124935672,0.070476711,-0.002698077,-0.050606336,-0.028048314,-0.13591218,0.024792068,-0.130167753,-0.1752951,0.03821975,-0.033885926,0.04405167,-0.016268203,0.055361584,0.015692549,0.031794481,-0.050115317,0.046703361,0.029498227,-0.129129887,0.019452685,0.070857048,0.045279745,0.035716537,0.010785393,-0.083067961,0.072665788,-0.010775009,0.092360459,0.044858284,-0.073227026,-0.138823509
E:\Project\Fake News Detection\images\real\1129.jpg,real,train,0.603519082,0.718359709,-0.063298821,0.091762863,-0.007314214,0.016232686,0.057367168,-0.027035208,0.062655389,-0.119146489,-0.147059947,0.012404189,-0.078922376,-0.018070363,-0.011720032,0.062088609,0.113173082,-0.026562236,-0.117452309,0.036586203,0.000672152,-0.012975272,-0.07358899,-0.01411829,-0.015600928,-0.007032628,0.024113776,-0.040696029,-0.010412217,-0.054106869,-0.052021272,-0.039391622,0.019210525,-0.024470028
E:\Project\Fake News Detection\images\real\1132.jpg,real,train,0.690563679,0.762496114,0.174081981,0.026759397,-0.021252107,-0.116752483,0.04810309,-0.286332965,0.044101607,-0.12791267,-0.017513538,-0.069218628,0.096315712,0.008061198,-0.140034914,-0.190489769,0.179698154,0.042600229,0.078906357,0.044387862,-0.041605573,-0.108832918,-0.018361481,0.06398081,0.129470989,0.021695081,-0.040617272,0.04043451,0.004067007,-0.015831959,-0.083251789,-0.093063429,-0.046902817,0.171826437
E:\Project\Fake News Detection\images\real\1133.jpg,real,train,0.891966164,0.9161551,-0.453956753,0.118596852,0.24029699,-0.306675583,0.031878121,0.044637542,-0.083010755,0.19610627,0.199041694,-0.279494643,0.157352298,-0.013193773,0.127369583,0.152587727,-0.011302933,0.013540545,0.084416829,0.017395247,0.108034365,0.032327063,-0.031853534,0.039951921,0.039389994,0.027119795,0.032567121,-0.018154318,0.062388912,0.04841011,0.056147855,-0.007643363,-0.009127712,0.04021303
E:\Project\Fake News Detection\images\real\1135.jpg,real,train,0.722190261,0.753530025,0.186069384,0.098854229,0.059716728,-0.039950173,-0.229283333,-0.122993134,0.285873502,-0.057532761,-0.104629584,0.006874399,0.043770261,-0.065980874,-0.048155218,0.20462361,0.112325601,-0.091748066,-0.006187197,0.053952146,-0.061655711,-0.007783249,0.000152054,-0.004396626,-0.068930551,-0.015300889,-0.018368421,-0.091785051,0.026542198,-0.032268193,-0.122358568,0.001743313,-0.021233659,0.055427276
E:\Project\Fake News Detection\images\real\1136.jpg,real,test,0.868058205,0.885005355,0.051943004,-0.364329517,-0.262999535,0.068194941,-0.196213588,-0.016501818,-0.197717443,-0.059999138,-0.078776538,-0.027877908,0.037242748,-0.029930979,0.130016387,-0.012638897,0.067907974,-0.079828277,-0.009514272,0.05297868,0.05541268,0.03307559,-0.032479052,0.031254623,-0.055354279,0.083788283,0.011813354,-0.044611514,-0.045628604,-0.00099507,0.015372731,0.102549694,0.050397657,0.06341131
E:\Project\Fake News Detection\images\real\115.jpg,real,train,0.65375644,0.684070349,-0.158572957,-0.050717838,-0.00056783,-0.010976085,-0.056394991,-0.115542933,-0.058658645,-0.02010417,-0.101211689,-0.037806965,-0.125400648,-0.073185042,0.067823015,0.006666618,-0.132713228,0.228368655,-0.065547056,0.052915812,0.077109359,0.065188542,0.00063775,-0.005212413,0.058806311,0.046120714,0.051307946,-0.042331468,0.056259498,0.027869862,-0.051193878,-0.01040563,-0.087350614,-0.115699306
E:\Project\Fake News Detection\images\real\1157.jpg,real,train,0.621507287,0.659225345,-0.222356007,0.099598967,0.105958022,-0.102117121,0.07191588,0.030520143,-0.074077286,-0.13730602,0.171416357,-0.17414397,0.099388331,0.066176102,-0.303198546,0.051404484,-0.0966812,0.200916708,-0.052191541,-0.171118587,0.085858405,0.081690013,0.151581824,-0.003166,-0.02014943,0.050983991,0.007563077,-0.188675076,-0.086510278,-0.024824085,-0.041928779,0.034442805,0.136587039,-0.0371456
E:\Project\Fake News Detection\images\real\1183.jpg,real,train,0.920200169,1,-0.01342932,0.090311356,-0.048807513,0.093776956,0.137046099,-0.217722565,-0.141647577,-0.173313826,0.093592949,0.072148941,0.014948608,-0.162176073,0.065014705,0.266290069,0.077615224,0.110928454,0.06549301,0.055006716,0.015037742,-0.076367795,-0.063759342,-0.423121214,-0.030215243,0.029362533,0.086931393,0.095096834,-0.111385591,-0.081559613,-0.015462408,0.016488327,-0.0711255,0.009814582
E:\Project\Fake News Detection\images\real\1193.jpg,real,train,0.681776047,0.704518914,0.038688216,-0.030880282,0.068700559,0.035291262,-0.12545906,-0.012073918,0.182916895,-0.052815553,-0.164259002,-0.062287733,-0.19843325,-0.221241519,0.03279458,-0.03150975,-0.01324886,0.051968269,0.076154836,0.063563354,0.128324687,0.03518356,0.051469091,0.041605756,0.090211548,0.073982045,0.053776819,0.094942257,0.062496398,0.048622947,0.074245028,0.074411139,0.021674938,-0.066228189
E:\Project\Fake News Detection\images\real\1194.jpg,real,train,0.745182633,0.761356354,0.277215958,0.039330915,-0.076121815,-0.134022564,-0.060888547,-0.20783487,-0.035978392,0.081187621,-0.112471506,0.032543831,0.246925518,-0.014669491,-0.07066083,-0.070934504,-0.132247388,-0.109245121,-0.067457788,0.013843456,0.093264766,0.022915114,0.097420186,-0.020303559,-0.075231038,0.009674165,0.068485372,0.144530788,-0.060928687,0.027525961,0.027286384,0.006438808,0.048773527,-0.021546366
E:\Project\Fake News Detection\images\real\1199.jpg,real,test,0.861738324,0.911598861,0.432236522,0.197903156,0.115070745,-0.020759135,-0.190910488,0.115481146,0.147480071,-0.034891941,-0.074224159,-0.088780195,-0.053357814,-0.034813106,0.003080387,0.247703105,0.063052878,-0.036227543,-0.056983139,-0.004535437,-0.053051658,-0.084766097,0.03668233,0.046292093,-0.06463109,0.035458367,-0.03162799,-0.046596676,0.03642226,0.076670319,-0.007036,-0.031589042,-0.015033998,-0.037287571
E:\Project\Fake News Detection\images\real\1201.jpg,real,train,0.765300095,0.806925297,0.219334885,0.13270168,0.034439623,0.223479912,-0.061496701,-0.24607785,0.063652933,0.286167175,0.114966474,-0.004137255,0.060311854,-0.069341555,0.02765606,-0.079928935,-0.014062273,0.029240072,-0.01941897,-0.0812525,-0.015827918,-0.001052709,0.01056772,0.004717483,0.028009769,-0.011818097,0.038509805,0.021493545,0.007190509,0.046576358,0.002368609,0.000796932,-0.041987985,-0.012141894
E:\Project\Fake News Detection\images\real\1203.jpg,real,train,0.841217339,0.895715952,-0.20638901,-0.168718681,0.149515659,0.328406692,-0.023144465,0.128880128,0.012983082,-0.126395807,0.144195437,0.009416708,-0.001019891,0.003037972,-0.017604435,0.008120966,-0.088103816,-0.15750213,-0.039564572,0.072820693,0.182080403,0.049507074,0.022670886,0.021247165,-0.009908974,0.041218735,-0.043031022,0.084251754,-0.013698154,-0.086466618,-0.060527649,0.028777396,-0.01592744,0.135681868
E:\Project\Fake News Detection\images\real\1204.jpg,real,train,0.7849617,0.825977445,0.005796599,0.32114163,-0.349046707,0.06106605,0.032404959,0.058450636,-0.066614352,-0.013337591,-0.070507549,-0.018860826,0.20346722,0.036567722,0.019105516,0.01846756,-0.100415528,0.058790181,-0.10292767,-0.037342727,-0.005838282,0.165122002,0.105437204,0.00805797,-0.012597698,0.056415122,0.004532379,0.161462113,-0.022506237,0.062058561,-0.062454827,0.057632931,-0.010126415,0.080116823
E:\Project\Fake News Detection\images\real\1209.jpg,real,train,0.680054486,0.915444016,-0.238432914,0.121483482,0.170419201,-0.178392813,-0.034413848,0.083526306,0.069676705,0.160813585,-0.070826076,0.026362792,0.033808384,-0.151522964,0.023711389,-0.060704689,0.141219586,-0.114408925,0.049467787,-0.057639699,0.043528095,-0.008979788,0.101314016,-0.102513976,0.040320706,0.045812119,0.172756404,-0.091352224,-0.121894307,-0.167880267,0.096895456,0.005719741,-0.005593638,-0.07760945
E:\Project\Fake News Detection\images\real\1214.jpg,real,train,0.708640754,0.915444016,-0.239370003,0.107175894,0.163473457,-0.21062696,-0.023089107,0.073681287,0.069627464,0.181764081,-0.083768107,-0.01637806,0.031127693,-0.169711232,0.013939139,-0.029260026,0.119915605,-0.126481563,0.040712234,-0.087739401,0.059546731,-0.001288206,0.08917553,-0.104066417,0.059322152,0.06144302,0.153164253,-0.047636468,-0.142891809,-0.188599348,0.104690216,-0.004562608,-0.020884963,-0.083440252
E:\Project\Fake News Detection\images\real\1221.jpg,real,train,0.676995933,0.77436173,-0.334929466,0.069390811,0.157389998,-0.0790627,-0.02210914,0.019233301,-0.014971734,0.125891566,-0.019091159,-0.099445224,0.128300458,-0.090727292,0.080011398,-0.041497346,-0.098981425,0.097226962,0.095080465,0.092864797,0.075752109,0.07712853,0.022280728,0.028130153,-0.200725093,-0.159027904,0.089338899,0.024813766,0.04600377,-0.165443763,-0.198906407,-0.120863646,-0.070809677,-0.077467173
E:\Project\Fake News Detection\images\real\1227.jpg,real,train,0.976389706,0.999999881,0.489272952,0.238989279,0.143540293,-0.041957982,-0.251711965,0.170508787,0.052437238,-0.07924702,-0.032502986,-0.09207581,-0.132957086,-0.057015214,-0.016197771,0.216086075,0.119046666,-0.057560284,-0.059931643,-0.006632741,-0.038967296,-0.058397871,0.028504688,0.038844164,-0.086464837,-0.023907023,-0.03705601,-0.056881808,0.053235523,0.034943718,-0.032360598,-0.023690574,-0.01730104,-0.025922485
E:\Project\Fake News Detection\images\real\1237.jpg,real,train,0.639822841,0.65759778,-0.075446405,0.095263161,0.009427902,-0.027424477,-0.05701603,0.066780388,0.215251654,0.095096737,-0.088456601,-0.01187137,-0.084269054,-0.081398465,-0.05507528,-0.090852052,0.085889317,0.014696256,0.080090575,0.159897879,0.050748415,0.098517381,0.054953028,-0.052987441,-0.011921005,-0.044329774,0.056080986,-0.066129915,-0.005513175,0.000252276,-0.003269234,0.040431719,-0.028359758,-0.077417038
E:\Project\Fake News Detection\images\real\1239.jpg,real,train,0.663015962,0.723698378,-0.095019236,0.05329027,0.043022688,-0.06147413,0.029719708,-0.176211521,-0.033546217,-0.087239802,0.086579293,-0.058456376,-0.079641558,0.144088969,-0.138909191,0.109962203,-0.008495389,0.149010852,0.02670778,-0.036555607,0.08119338,0.084846668,-0.053919472,-0.005025558,0.02944858,0.10966675,0.081027225,-0.098689027,0.049420636,0.115971789,0.005006517,0.098210648,0.026237613,-0.072102495
E:\Project\Fake News Detection\images\real\1259.jpg,real,test,0.856284022,0.878478169,0.302863747,0.155335039,0.063445851,-0.021199439,-0.252708524,-0.11006619,0.288623661,-0.018258475,-0.114385799,-0.139238179,0.058474239,0.007598631,-0.021974077,0.20793286,-0.014012195,-0.085668445,-0.069848523,-0.001352757,-0.103331722,0.055390786,0.092679888,0.003883302,-0.055898853,-0.032817278,-0.063549325,-0.019798577,0.028104685,0.061054096,-0.071220994,0.019310618,-0.092277117,0.044332225
E:\Project\Fake News Detection\images\real\1264.jpg,real,train,0.652418554,0.751533747,-0.248371333,0.086780809,0.0179969,-0.15102163,-0.090482965,-0.038575776,-0.010926127,0.040418431,-0.234121367,0.051097456,-0.05425901,-0.102786317,-0.061195705,0.020264564,0.073522739,-0.027993651,-0.131080955,0.030018298,-0.032039158,0.079576224,-0.115169667,-0.024389468,0.132052034,0.011044263,-0.023874929,-0.011269622,0.011826321,0.107146025,0.0974361,-0.04152216,0.036480352,0.084976196
E:\Project\Fake News Detection\images\real\1285.jpg,real,train,0.859313011,1,-0.303152204,0.087674797,0.048146907,-0.266904324,0.038736656,-0.008287899,-0.099970795,0.021012805,0.122887701,-0.164259136,-0.011560955,-0.106845066,-0.370575488,-0.001527052,0.040303223,0.082767911,-0.15797551,-0.341057897,0.03710518,0.057927925,0.099921227,-0.029645192,-0.052623469,0.121507339,0.050364237,-0.162217081,-0.091843307,-0.024479931,0.016722981,0.032857914,0.060552921,-0.054842185
E:\Project\Fake News Detection\images\real\129.jpg,real,test,0.649923325,0.676782489,0.150821567,0.074347556,0.079682186,0.20363757,-0.003384545,-0.254199296,0.068764746,0.132938221,0.14268516,-0.109472208,0.125699654,-0.019106828,-0.117046848,-0.039693099,0.051319987,0.054472439,0.152064517,-0.072947927,-0.043604068,0.009362548,-0.073020339,-0.078238562,0.042870879,-0.016333289,0.065063566,0.115808979,0.017662667,0.023902357,-0.015763044,-0.075678676,0.101870157,-0.044226639
E:\Project\Fake News Detection\images\real\1293.jpg,real,train,0.62975806,0.667802572,-0.104413338,0.050136812,0.012153532,0.115567759,0.125049621,-0.230170518,-0.049510933,-0.004557932,0.023827558,0.019912524,-0.071974479,-0.195164368,0.025775133,0.051840089,-0.004322594,0.113423795,0.005162002,0.050565876,0.18902424,0.078021109,0.042132515,0.058770023,-0.049581964,0.020475419,-0.114737228,-0.065464549,0.010747922,-0.009380264,-0.051538352,0.024174221,0.044432007,0.006245044
E:\Project\Fake News Detection\images\real\13.jpg,real,train,0.909305453,1,0.470912337,0.118954659,-0.011572666,-0.18167308,-0.165337756,0.019409992,-0.282625824,0.087515421,0.08972007,0.045815818,-0.097385176,-0.070695929,0.102943845,-0.094145373,-0.047109477,0.043367945,0.028924448,-0.00525046,-0.022619491,-0.058640067,-0.009027198,-0.005252569,-0.028591143,0.037891287,0.033632655,0.032919951,0.022246374,0.005080425,-0.055936128,0.012997035,0.023146387,-0.010444376
E:\Project\Fake News Detection\images\real\1301.jpg,real,train,0.646192551,0.691566706,-0.162517607,-0.005332489,0.115236074,0.030701185,-0.079506114,0.009296659,0.038230203,0.113286488,-0.096257493,0.009007054,0.017651075,-0.121200152,-0.074047521,-0.107330322,-0.054736689,-0.050752826,0.196559221,0.023457756,0.056683332,-0.108367212,0.09306594,-0.004096229,-0.11467205,-0.156307444,0.043923482,-0.014248465,-0.067390278,-0.124923415,-0.040329251,-0.005088248,-0.057774976,-0.113056563
E:\Project\Fake News Detection\images\real\1311.jpg,real,train,0.630327821,0.691138029,-0.144906715,-0.115571328,0.138076067,0.204852015,0.005732998,0.081126899,0.03907438,-0.155103117,-0.086745389,0.036210891,0.143987969,0.067461103,0.221196488,0.018646704,0.077533677,-0.006419697,-0.017578892,-0.046308596,0.180657312,0.007150006,0.035411652,0.021825649,0.00683945,0.019720344,-0.013027673,-0.030128498,-0.032445997,0.065489881,0.04687522,-0.093382709,0.029228495,0.072375648
E:\Project\Fake News Detection\images\real\1312.jpg,real,test,0.797569871,0.898743153,-0.038100246,0.340956986,-0.292839974,0.116986066,0.037814498,0.12617974,-0.069492623,-0.082948193,-0.060095381,0.021809284,0.037162855,-0.030772608,-0.037230175,0.051091544,-0.025177382,-0.012183572,0.012164496,-0.000946119,-0.009512156,0.005947824,-0.16380319,0.129070386,-0.036150023,0.006312054,0.093725041,-0.031429283,-0.018625528,-0.015194446,0.042496871,-0.0077077,-0.062165581,0.005375661
E:\Project\Fake News Detection\images\real\1321.jpg,real,train,0.701439738,0.80518496,0.008038958,0.241372302,-0.193270817,-0.007674735,0.061098348,0.066075601,-0.019029399,-0.117381334,0.167276427,-0.108421355,0.200969428,-0.031989068,-0.200428367,0.020287551,-0.100591525,-0.02597891,-0.090099558,-0.109285437,0.072753273,0.101376802,0.11019969,0.065161519,-0.012040293,0.035194855,-0.054798722,-0.189153582,-0.023251215,-0.138561919,-0.026480723,0.029800739,0.13334395,-0.057390016
E:\Project\Fake News Detection\images\real\1327.jpg,real,train,0.806140244,0.835193753,-0.448178977,0.103308834,0.207293868,-0.31427139,0.044763695,0.032441139,-0.072537012,0.120100074,0.166699812,-0.30486694,0.213247016,-0.018470131,0.029918324,0.099699125,0.11580544,0.0293958,0.116507836,0.074185319,0.04735199,-0.05931028,-0.00801591,0.072639428,0.054546401,0.050165191,0.024932921,0.030464847,0.072972007,0.060234487,0.010763192,-0.039572511,-0.032114029,0.077733338
E:\Project\Fake News Detection\images\real\134.jpg,real,train,0.807523251,0.872710109,-0.062928699,0.33431232,-0.344859868,0.064719304,0.078021936,0.174257547,-0.062169857,-0.084734634,0.033357579,0.024810096,0.15773654,-0.029503541,-0.140013888,0.056835826,-0.10092812,0.075328447,-0.075287916,-0.178073049,-0.021811986,0.104909554,0.083356716,0.005793635,0.041034579,0.048535634,0.026128458,-0.068873309,-0.007092515,-0.048684407,-0.079648107,0.052243177,0.060614698,0.028466478
E:\Project\Fake News Detection\images\real\1343.jpg,real,test,0.85527432,0.875591099,-0.088507824,-0.190166563,-0.185310811,0.048723303,-0.118635237,-0.136307195,-0.156554893,-0.060604937,-0.173400819,-0.154832646,-0.073965319,-0.092526354,0.09966819,-0.075938091,0.043778095,0.107193992,0.0189895,0.025131747,0.049330324,0.16068612,0.036328919,0.005697019,-0.140389532,-0.020249549,-0.026176965,-0.084471315,0.152954906,-0.050521113,-0.087613046,0.04919032,-0.102580614,0.001688778
E:\Project\Fake News Detection\images\real\1347.jpg,real,train,0.884191692,1,-0.311587453,0.155029818,0.0288346,-0.234886274,0.070908584,0.03735546,-0.112933971,-0.005331456,0.11268083,-0.22708331,0.058431592,-0.071954399,-0.358631432,-0.015203469,-0.048475139,0.062753662,-0.168272987,-0.313637435,0.055852424,0.048292745,0.128558517,-0.05070794,-0.054058339,0.066159591,0.000538771,-0.19366841,-0.13707453,-0.10543333,-0.087739222,0.0162478,0.103686295,-0.075152509
