feature,gain_importance
tfidf:white coat,0
tfidf:white dress,0
tfidf:white hat,0
tfidf:white outfit,0
tfidf:white sari,0
tfidf:black dress,0
tfidf:wi,0
tfidf:wife,0
tfidf:win,0
tfidf:window,0
tfidf:window ocr,0
tfidf:wnoilir,0
tfidf:wnoilir ifa,0
tfidf:black jacket,0
tfidf:woman black,0
tfidf:woman blue,0
tfidf:woman green,0
tfidf:black shirt,0
tfidf:woman hospit,0
tfidf:woman long,0
tfidf:woman look,0
tfidf:woman pink,0
tfidf:woman red,0
tfidf:woman seen,0
tfidf:woman shake,0
tfidf:black suit,0
tfidf:black white,0
tfidf:woman suit,0
tfidf:adesh,0
tfidf:ae,0
tfidf:af,0
tfidf:afa,0
tfidf:ahmedabad,0
tfidf:ahmedabad ocr,0
tfidf:ai,0
tfidf:aia,0
tfidf:aia day,0
tfidf:aic,0
tfidf:air,0
tfidf:air ocr,0
tfidf:blue dress,0
tfidf:blue glove,0
tfidf:aj dda,0
tfidf:ac,0
tfidf:aa,0
tfidf:woman wear,0
tfidf:woman white,0
tfidf:woman yellow,0
tfidf:blue jacket,0
tfidf:women blue,0
tfidf:blue scarf,0
tfidf:women stand,0
tfidf:women white,0
tfidf:wooden,0
tfidf:word,0
tfidf:word ocr,0
tfidf:blue scrub,0
tfidf:world,0
tfidf:world ocr,0
tfidf:ad,0
